,n,r,mode,target_dim,percent_recovered,avg # iters,avg time,intermediate dimension
0,8,2,TWOSTEP,324,90.0,538.5777777777778,11.299432574771345,60
1,8,2,TWOSTEP,324,85.0,492.5764705882353,11.799033313266495,58
2,8,2,TWOSTEP,324,84.0,596.202380952381,14.516765243905995,56
3,8,2,TWOSTEP,324,89.0,567.1910112359551,11.453478003402104,54
4,8,2,TWOSTEP,324,89.0,593.0112359550562,15.232142094669214,52
