,n,r,mode,target_dim,percent_recovered,avg # iters,avg time,intermediate dimension
0,7,3,MW,784,56.0,767.1428571428571,8.41023246079151,NA
1,7,3,MW,676,23.0,839.5217391304348,8.738159166891938,NA
2,7,3,MW,576,5.0,900.8,10.191959059983493,NA
3,7,3,MW,484,0.0,1000.0,inf,NA
4,7,3,MW,400,0.0,1000.0,inf,NA
