,n,r,mode,target_dim,percent_recovered,avg # iters,avg time,intermediate dimension
0,7,2,MW,400,5.0,910.8,33.08527126125991,NA
1,7,2,MW,324,0.0,1000.0,inf,NA
2,7,2,MW,256,0.0,1000.0,inf,NA
3,7,2,MW,196,0.0,1000.0,inf,NA
