,n,r,mode,target_dim,percent_recovered,avg # iters,avg time,intermediate dimension
0,6,2,TWOSTEP,324,100.0,153.39,2.5728285122849046,34
1,6,2,TWOSTEP,324,100.0,200.89,3.36092202918604,32
2,6,2,TWOSTEP,324,100.0,253.83,4.169452866800129,30
3,6,2,TWOSTEP,324,100.0,283.74,4.51706974055618,28
4,6,2,TWOSTEP,324,99.0,387.06060606060606,6.050839505656952,26
5,6,2,TWOSTEP,324,96.0,445.5729166666667,7.756824278156273,24
6,6,2,TWOSTEP,324,76.0,659.3684210526316,15.23681137852959,22
7,6,2,TWOSTEP,324,64.0,743.84375,16.99856044302578,20
8,6,2,TWOSTEP,324,35.0,819.5714285714286,18.058909467448082,18
