,n,r,mode,target_dim,percent_recovered,avg # iters,avg time,intermediate dimension
0,8,2,TWOSTEP,400,97.0,204.64948453608247,7.84325597268174,64
1,8,2,TWOSTEP,400,100.0,216.08,8.102100447900593,62
2,8,2,TWOSTEP,400,100.0,201.89,7.534480875916779,60
3,8,2,TWOSTEP,400,100.0,224.06,8.284695687256754,58
4,8,2,TWOSTEP,400,100.0,237.74,8.625899027790874,56
5,8,2,TWOSTEP,400,99.0,277.72727272727275,9.790355364199389,54
6,8,2,TWOSTEP,400,99.0,321.2929292929293,11.110245061774899,52
7,8,2,TWOSTEP,400,100.0,270.89,9.333430872447789,50
8,8,2,TWOSTEP,400,94.0,481.72340425531917,16.280227333961175,48
9,8,2,TWOSTEP,400,93.0,564.4516129032259,18.501032275818687,46
