,n,r,mode,target_dim,percent_recovered,avg # iters,avg time,intermediate dimension
0,6,2,VEC,400,99.0,158.45454545454547,3.8026218774418035,NA
1,6,2,VEC,324,100.0,180.8,4.231546281669289,NA
2,6,2,VEC,256,92.0,242.92391304347825,5.56206136636193,NA
3,6,2,VEC,196,81.0,313.3703703703704,8.377883938083679,NA
