,n,r,mode,target_dim,percent_recovered,avg # iters,avg time,intermediate dimension
0,8,2,TWOSTEP,484,95.0,495.61052631578946,7.354406880999082,44
1,8,2,TWOSTEP,484,94.0,509.01063829787233,7.652384964828479,42
2,8,2,TWOSTEP,484,81.0,589.8888888888889,8.000680696518149,40
3,8,2,TWOSTEP,484,89.0,508.2696629213483,6.81713892176245,38
4,8,2,TWOSTEP,484,83.0,592.8072289156627,8.746560663837625,36
5,8,2,TWOSTEP,484,63.0,648.9206349206349,10.13101657335129,34
6,8,2,TWOSTEP,484,59.0,661.8135593220339,10.612782029119336,32
7,8,2,TWOSTEP,484,54.0,695.4814814814815,10.87571299828037,30
8,8,2,TWOSTEP,484,29.0,758.551724137931,11.714565388472943,28
9,8,2,TWOSTEP,484,13.0,799.6153846153846,11.24105854361103,26
